Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31309195,08/14/2015,08/18/2015,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11220,315 BAY RIDGE AVENUE,BAY RIDGE AVENUE,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/24/2015,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,08/18/2015,10 BROOKLYN,BROOKLYN,977199,170795,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63546659,-74.0254045,"(40.63546659290527, -74.0254045023874)"
28836504,09/07/2014,09/08/2014,DSNY,A - Queens,Dirty Conditions,E1 Improper Disposal,Sidewalk,11373,54-75 83 STREET,83 STREET,54 AVENUE,57 AVENUE,,,ADDRESS,Elmhurst,,N/A,Closed,,,09/08/2014,04 QUEENS,QUEENS,1016959,205736,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73131399,-73.88198109,"(40.731313989746866, -73.88198109158716)"
31796335,10/19/2015,11/05/2015,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11212,1064 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",11/05/2015,17 BROOKLYN,BROOKLYN,1004437,181611,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66513396,-73.9272346,"(40.66513395614907, -73.9272345998134)"
31465826,09/04/2015,09/05/2015,HPD,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing,,,,,,,,,,,,N/A,Closed,09/05/2015,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",09/04/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30554310,05/05/2015,05/05/2015,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11236,655 VARKENS HOOK ROAD,VARKENS HOOK ROAD,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,,05/05/2015,18 BROOKLYN,BROOKLYN,1008951,172731,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64074886,-73.91099612,"(40.640748862165566, -73.91099611572388)"
30554284,05/05/2015,05/06/2015,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,,,,,,,N/A,Closed,05/13/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/06/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30554335,05/05/2015,05/08/2015,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10301,67 BROOK STREET,BROOK STREET,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,05/08/2015,01 STATEN ISLAND,STATEN ISLAND,961252,171370,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6370178,-74.08286291,"(40.63701779540109, -74.08286291392974)"
31460429,09/04/2015,09/05/2015,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,MADISON STREET,MADISON STREET,WYCKOFF AVENUE,MYRTLE AVENUE,,,BLOCKFACE,RIDGEWOOD,,Precinct,Closed,09/05/2015,The Police Department responded to the complaint and took action to fix the condition.,09/05/2015,05 QUEENS,QUEENS,1009506,194055,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69927688,-73.90891642,"(40.69927687718202, -73.90891641953931)"
23616167,07/14/2012,07/16/2012,DSNY,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11221,62 VAN BUREN STREET,VAN BUREN STREET,TOMPKINS AVENUE,THROOP AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,,07/16/2012,03 BROOKLYN,BROOKLYN,999988,190686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6900518,-73.94325012,"(40.69005180093074, -73.94325012252071)"
29503919,12/15/2014,12/15/2014,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10017,248 EAST 46 STREET,EAST 46 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/16/2014,The Police Department responded to the complaint and determined that police action was not necessary.,12/15/2014,06 MANHATTAN,MANHATTAN,992150,213561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75284861,-73.97148643,"(40.752848613898664, -73.97148642533982)"
30553820,05/05/2015,05/09/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11236,1177 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",05/09/2015,18 BROOKLYN,BROOKLYN,1012436,173563,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64302212,-73.89843532,"(40.643022117263406, -73.89843532326086)"
30553831,05/05/2015,05/06/2015,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,11659 VAN WYCK EXPY,VAN WYCK EXPY,116 AVE,FOCH BLVD,,,BLOCKFACE,,,N/A,Closed,,,05/06/2015,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30553838,05/05/2015,05/09/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,228 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,05/09/2015,10 MANHATTAN,MANHATTAN,1001068,239266,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82338947,-73.93923422,"(40.82338946534853, -73.9392342181447)"
30553850,05/05/2015,05/06/2015,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11235,40 SHORE BOULEVARD,SHORE BOULEVARD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,,05/06/2015,15 BROOKLYN,BROOKLYN,997023,151438,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5823292,-73.95401595,"(40.5823292031877, -73.95401594920408)"
30553853,05/05/2015,05/08/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2974 VALENTINE AVENUE,VALENTINE AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/08/2015,07 BRONX,BRONX,1015707,256919,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8718017,-73.88625869,"(40.8718017021353, -73.88625869390397)"
30553863,05/05/2015,05/18/2015,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10462,2181 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/18/2015,11 BRONX,BRONX,1021918,251165,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85598441,-73.86383351,"(40.85598441190991, -73.8638335146332)"
30553872,05/05/2015,05/11/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10003,202 EAST    6 STREET,EAST    6 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,05/11/2015,03 MANHATTAN,MANHATTAN,986862,204597,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72824781,-73.99057595,"(40.72824780628187, -73.99057595425428)"
30553913,05/05/2015,05/07/2015,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11434,150-82 116 AVENUE,116 AVENUE,,,,,ADDRESS,Jamaica,,N/A,Closed,,,05/07/2015,12 QUEENS,QUEENS,1041891,188092,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68275818,-73.79217405,"(40.68275817784989, -73.79217405315151)"
31832554,10/27/2015,10/27/2015,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,No Status Call,,10007,134 CHURCH STREET,CHURCH STREET,MURRAY STREET,WARREN STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/27/2015,"Your request was submitted to the Department of Homeless Services. The City’s outreach team will assess the homeless individual and offer appropriate assistance within 2 hours. If you asked to know the outcome of your request, you will get a call within 2 hours. No further status will be available through the NYC 311 App, 311, or 311 Online.",,01 MANHATTAN,MANHATTAN,981875,199461,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71415079,-74.00856714,"(40.71415079263266, -74.00856714199156)"
30554124,05/06/2015,05/06/2015,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11249,,,,,NORTH    8 STREET,BERRY STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,05/06/2015,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/06/2015,01 BROOKLYN,BROOKLYN,995777,201299,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71918847,-73.95841646,"(40.71918847122843, -73.95841645740742)"
30553972,05/05/2015,04/22/2015,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,GOETHALS RD N,FOREST AVE,INTERSECTION,,,N/A,Pending,,,04/22/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30553978,05/05/2015,05/08/2015,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,11103,32-15 42 STREET,42 STREET,,,,,ADDRESS,Astoria,,N/A,Closed,,,05/08/2015,01 QUEENS,QUEENS,1007053,215394,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75785386,-73.91769063,"(40.75785385645857, -73.91769063481843)"
30554056,05/05/2015,05/05/2015,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,71-28 COOPER AVENUE,COOPER AVENUE,71 PLACE,72 STREET,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,05/05/2015,The Police Department responded and upon arrival those responsible for the condition were gone.,05/05/2015,05 QUEENS,QUEENS,1017724,195307,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70268605,-73.87927272,"(40.702686050845756, -73.87927272303278)"
31462657,09/04/2015,09/04/2015,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report,,10012,,,,,EAST HOUSTON STREET,ELIZABETH STREET,INTERSECTION,NEW YORK,,N/A,Closed,,Your report has been sent to the Taxi and Limousine Commission (TLC). You are not available to participate in a hearing so TLC cannot take any action against the driver or car service company. No further information will be available for your report.,09/04/2015,02 MANHATTAN,MANHATTAN,986063,203207,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.72443279,-73.99345911,"(40.72443279424278, -73.99345910534618)"
19252222,12/02/2010,12/02/2010,DSNY,Queens West 04,Sweeping/Missed-Inadequate,3 Sweeping/Missed-Inadequate,Sidewalk,11373,90-59 56 AVENUE,56 AVENUE,JUSTICE AVENUE,92 STREET,,,ADDRESS,ELMHURST,,N/A,Closed,,,12/02/2010,04 QUEENS,QUEENS,1019791,207482,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7360954,-73.87175361,"(40.73609539902189, -73.87175360763113)"
28971083,09/29/2014,12/03/2014,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11412,205-21 115 ROAD,115 ROAD,205 STREET,FRANCIS LEWIS BOULEVARD,,,ADDRESS,SAINT ALBANS,,N/A,Closed,10/29/2014,"This request is not eligible for the program, because the sidewalk is not affected by the tree, or the damage is not severe enough to qualify for the pilot program.",12/03/2014,12 QUEENS,QUEENS,1054040,193904,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69862326,-73.74831057,"(40.698623260917515, -73.74831056538353)"
28975901,09/29/2014,10/01/2014,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11378,59-39 71 STREET,71 STREET,CALDWELL AVENUE,60 AVENUE,,,ADDRESS,MASPETH,,N/A,Closed,10/03/2014,The Department of Buildings contacted you and scheduled an inspection. See Notes to Customer for more details.,10/01/2014,05 QUEENS,QUEENS,1014891,203092,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72406427,-73.88945477,"(40.724064265660346, -73.88945477230695)"
28834869,09/07/2014,09/07/2014,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,555 WEST 156 STREET,WEST 156 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,09/08/2014,The Police Department responded to the complaint and took action to fix the condition.,09/07/2014,12 MANHATTAN,MANHATTAN,999576,242819,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83314415,-73.9446169,"(40.83314414805184, -73.94461690446546)"
31834979,10/21/2015,10/27/2015,DOT,Department of Transportation,Street Condition,Pothole,,10314,,,,,STEINWAY AVENUE,STEPHEN LOOP,INTERSECTION,STATEN ISLAND,,N/A,Closed,,,10/27/2015,02 STATEN ISLAND,STATEN ISLAND,938566,154438,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59045508,-74.16448698,"(40.590455078472104, -74.16448697582024)"
30552913,05/05/2015,05/06/2015,DOT,Department of Transportation,DOT Literature Request,Municipal Parking - Long Term Application_012714,,,,,,,,,,,,N/A,Closed,05/06/2015,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",05/05/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30552916,05/05/2015,05/06/2015,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10307,261 SPRAGUE AVENUE,SPRAGUE AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,05/06/2015,03 STATEN ISLAND,STATEN ISLAND,918098,123212,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.50461683,-74.23787717,"(40.50461682876643, -74.23787716714605)"
30552932,05/05/2015,05/06/2015,DOF,Department of Finance,DOF Literature Request,SCRIE - Apartment Benefit Transfer Form,,,,,,,,,,,,N/A,Closed,05/13/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/06/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30554179,05/05/2015,05/05/2015,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,10002,141 ATTORNEY STREET,ATTORNEY STREET,DEAD END,STANTON STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,05/05/2015,The Police Department responded to the complaint and took action to fix the condition.,05/05/2015,03 MANHATTAN,MANHATTAN,988767,201546,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71987278,-73.9837048,"(40.7198727832869, -73.98370479877566)"
27992780,05/07/2014,05/08/2014,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,ROGERS AVENUE,ROGERS AVENUE,TILDEN AVENUE,BEVERLY ROAD,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,05/08/2014,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/08/2014,17 BROOKLYN,BROOKLYN,997583,174585,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6458621,-73.95195419,"(40.64586210105327, -73.95195418866429)"
24573008,12/10/2012,12/11/2012,DSNY,A - Manhattan,Recycling Enforcement,ER1 Resident Recyc. (Owner/Manager,Sidewalk,10027,119 WEST 131 STREET,WEST 131 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,12/11/2012,10 MANHATTAN,MANHATTAN,999877,235088,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81192422,-73.94354719,"(40.81192421861095, -73.9435471947291)"
29032483,10/08/2014,10/08/2014,DSNY,BCC - Manhattan,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,HENRY HUDSON PARKWAY,DYCKMAN STREET,INTERSECTION,,,DSNY Garage,Closed,,,10/08/2014,12 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
29034480,10/08/2014,10/08/2014,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11220,,,,,44 STREET,6 AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,10/08/2014,The Police Department responded to the complaint and took action to fix the condition.,10/08/2014,07 BROOKLYN,BROOKLYN,982967,175044,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6471319,-74.00462341,"(40.64713190020787, -74.00462341153786)"
29035124,10/08/2014,10/29/2014,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11422,,,,,MERRICK BOULEVARD,242 STREET,INTERSECTION,ROSEDALE,,N/A,Closed,12/07/2014,The Department of Parks and Recreation has corrected the condition.,10/29/2014,13 QUEENS,QUEENS,1058651,184874,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67380053,-73.73178135,"(40.67380052868795, -73.73178135058063)"
31954802,11/10/2015,11/12/2015,DSNY,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10312,109 ELTINGVILLE BOULEVARD,ELTINGVILLE BOULEVARD,WILSON AVENUE,LAMOKA AVENUE,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,,11/12/2015,03 STATEN ISLAND,STATEN ISLAND,938419,138713,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.54729233,-74.16490966,"(40.54729233316978, -74.16490966443395)"
31835418,10/21/2015,11/04/2015,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11365,65-03 182 STREET,182 STREET,,,,,ADDRESS,Fresh Meadows,,N/A,Closed,,,11/04/2015,08 QUEENS,QUEENS,1042240,207759,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73673699,-73.79074634,"(40.7367369934965, -73.79074634023512)"
30553063,05/05/2015,05/05/2015,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10460,,,,,MORRIS PARK AVENUE,MELVILLE STREET,INTERSECTION,BRONX,,Precinct,Closed,05/06/2015,The Police Department responded to the complaint and took action to fix the condition.,05/05/2015,11 BRONX,BRONX,1019944,246472,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84311173,-73.87099432,"(40.843111729894126, -73.87099432352781)"
30552939,05/05/2015,05/05/2015,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10028,1628 2 AVENUE,2 AVENUE,EAST 84 STREET,EAST 85 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,05/06/2015,The Police Department responded to the complaint and took action to fix the condition.,05/05/2015,08 MANHATTAN,MANHATTAN,997411,222308,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7768506,-73.95248071,"(40.77685060072983, -73.95248070503186)"
31834683,10/27/2015,10/28/2015,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,11/04/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",10/28/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
31564599,09/18/2015,09/18/2015,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,2115 GRAND AVENUE,GRAND AVENUE,WEST 180 STREET,WEST 181 STREET,,,ADDRESS,BRONX,,Precinct,Closed,09/18/2015,The Police Department responded and upon arrival those responsible for the condition were gone.,09/18/2015,05 BRONX,BRONX,1009699,250989,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85554502,-73.90800475,"(40.85554502189526, -73.90800474581421)"
31560656,09/18/2015,09/19/2015,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,11432,84-28 164 STREET,164 STREET,84 ROAD,84 DRIVE,,,ADDRESS,JAMAICA,,Precinct,Closed,09/19/2015,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/19/2015,08 QUEENS,QUEENS,1039010,199639,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71447021,-73.80246765,"(40.71447021154346, -73.80246764609112)"
28693832,08/15/2014,08/31/2014,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,11354,131-07 40 ROAD,40 ROAD,DELONG STREET,COLLEGE POINT BOULEVARD,,,ADDRESS,FLUSHING,,N/A,Closed,09/03/2014,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",08/31/2014,07 QUEENS,QUEENS,1029674,214729,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75594133,-73.83604285,"(40.7559413259008, -73.83604285013006)"
30895011,06/20/2015,06/20/2015,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11429,,,,,110 AVENUE,SPRINGFIELD BOULEVARD,INTERSECTION,QUEENS VILLAGE,,Precinct,Closed,06/21/2015,The Police Department responded to the complaint and took action to fix the condition.,06/20/2015,13 QUEENS,QUEENS,1056744,197415,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70823835,-73.73852117,"(40.70823835034419, -73.73852116780047)"
